x,y,dy/dx
4.304,0.136,-0.088
4.306,0.136,-0.088
4.308,0.136,-0.087
4.310,0.135,-0.087
4.312,0.135,-0.087
4.314,0.135,-0.086
4.316,0.135,-0.086
4.318,0.135,-0.085
4.320,0.135,-0.085
4.322,0.134,-0.085
4.324,0.134,-0.084
4.326,0.134,-0.084
4.328,0.134,-0.084
4.330,0.134,-0.083
4.332,0.134,-0.083
4.334,0.133,-0.083
4.336,0.133,-0.082
4.338,0.133,-0.082
4.340,0.133,-0.082
4.342,0.133,-0.081
4.344,0.133,-0.081
4.346,0.132,-0.081
4.348,0.132,-0.080
4.350,0.132,-0.080
4.352,0.132,-0.080
4.354,0.132,-0.079
4.356,0.132,-0.079
4.358,0.131,-0.078
4.360,0.131,-0.078
4.362,0.131,-0.078
4.364,0.131,-0.077
4.366,0.131,-0.077
4.368,0.131,-0.077
4.370,0.131,-0.076
4.372,0.130,-0.076
4.374,0.130,-0.076
4.376,0.130,-0.075
4.378,0.130,-0.075
4.380,0.130,-0.075
4.382,0.130,-0.074
4.384,0.129,-0.074
4.386,0.129,-0.074
4.388,0.129,-0.073
4.390,0.129,-0.073
4.392,0.129,-0.073
4.394,0.129,-0.072
4.396,0.129,-0.072
4.398,0.128,-0.072
4.400,0.128,-0.072
4.402,0.128,-0.071
4.404,0.128,-0.071
4.406,0.128,-0.071
4.408,0.128,-0.070
4.410,0.128,-0.070
4.412,0.127,-0.070
4.414,0.127,-0.069
4.416,0.127,-0.069
4.418,0.127,-0.069
4.420,0.127,-0.068
4.422,0.127,-0.068
4.424,0.127,-0.068
4.426,0.126,-0.067
4.428,0.126,-0.067
4.430,0.126,-0.067
4.432,0.126,-0.066
4.434,0.126,-0.066
4.436,0.126,-0.066
4.438,0.126,-0.065
4.440,0.126,-0.065
4.442,0.125,-0.065
4.444,0.125,-0.065
4.446,0.125,-0.064
4.448,0.125,-0.064
4.450,0.125,-0.064
4.452,0.125,-0.063
4.454,0.125,-0.063
4.456,0.125,-0.063
4.458,0.124,-0.062
4.460,0.124,-0.062
4.462,0.124,-0.062
4.464,0.124,-0.062
4.466,0.124,-0.061
4.468,0.124,-0.061
4.470,0.124,-0.061
4.472,0.124,-0.060
4.474,0.123,-0.060
4.476,0.123,-0.060
4.478,0.123,-0.059
4.480,0.123,-0.059
4.482,0.123,-0.059
4.484,0.123,-0.059
4.486,0.123,-0.058
4.488,0.123,-0.058
4.490,0.122,-0.058
4.492,0.122,-0.057
4.494,0.122,-0.057
4.496,0.122,-0.057
4.498,0.122,-0.056
4.500,0.122,-0.056
4.502,0.122,-0.056
4.504,0.122,-0.056
4.506,0.122,-0.055
4.508,0.121,-0.055
4.510,0.121,-0.055
4.512,0.121,-0.054
4.514,0.121,-0.054
4.516,0.121,-0.054
4.518,0.121,-0.054
4.520,0.121,-0.053
4.522,0.121,-0.053
4.524,0.121,-0.053
4.526,0.120,-0.052
4.528,0.120,-0.052
4.530,0.120,-0.052
4.532,0.120,-0.052
4.534,0.120,-0.051
4.536,0.120,-0.051
4.538,0.120,-0.051
4.540,0.120,-0.050
4.542,0.120,-0.050
4.544,0.120,-0.050
4.546,0.119,-0.050
4.548,0.119,-0.049
4.550,0.119,-0.049
4.552,0.119,-0.049
4.554,0.119,-0.049
4.556,0.119,-0.048
4.558,0.119,-0.048
4.560,0.119,-0.048
4.562,0.119,-0.047
4.564,0.119,-0.047
4.566,0.119,-0.047
4.568,0.118,-0.047
4.570,0.118,-0.046
4.572,0.118,-0.046
4.574,0.118,-0.046
4.576,0.118,-0.046
4.578,0.118,-0.045
4.580,0.118,-0.045
4.582,0.118,-0.045
4.584,0.118,-0.044
4.586,0.118,-0.044
4.588,0.118,-0.044
4.590,0.117,-0.044
4.592,0.117,-0.043
4.594,0.117,-0.043
4.596,0.117,-0.043
4.598,0.117,-0.043
4.600,0.117,-0.042
4.602,0.117,-0.042
4.604,0.117,-0.042
4.606,0.117,-0.042
4.608,0.117,-0.041
4.610,0.117,-0.041
4.612,0.116,-0.041
4.614,0.116,-0.041
4.616,0.116,-0.040
4.618,0.116,-0.040
4.620,0.116,-0.040
4.622,0.116,-0.039
4.624,0.116,-0.039
4.626,0.116,-0.039
4.628,0.116,-0.039
4.630,0.116,-0.038
4.632,0.116,-0.038
4.634,0.116,-0.038
4.636,0.116,-0.038
4.638,0.115,-0.037
4.640,0.115,-0.037
4.642,0.115,-0.037
4.644,0.115,-0.037
4.646,0.115,-0.036
4.648,0.115,-0.036
4.650,0.115,-0.036
4.652,0.115,-0.036
4.654,0.115,-0.035
4.656,0.115,-0.035
4.658,0.115,-0.035
4.660,0.115,-0.035
4.662,0.115,-0.034
4.664,0.115,-0.034
4.666,0.114,-0.034
4.668,0.114,-0.034
4.670,0.114,-0.033
4.672,0.114,-0.033
4.674,0.114,-0.033
4.676,0.114,-0.033
4.678,0.114,-0.032
4.680,0.114,-0.032
4.682,0.114,-0.032
4.684,0.114,-0.032
4.686,0.114,-0.031
4.688,0.114,-0.031
4.690,0.114,-0.031
4.692,0.114,-0.031
4.694,0.114,-0.030
4.696,0.113,-0.030
4.698,0.113,-0.030
4.700,0.113,-0.030
4.702,0.113,-0.030
4.704,0.113,-0.029
4.706,0.113,-0.029
4.708,0.113,-0.029
4.710,0.113,-0.029
4.712,0.113,-0.028
4.714,0.113,-0.028
4.716,0.113,-0.028
4.718,0.113,-0.028
4.720,0.113,-0.027
4.722,0.113,-0.027
4.724,0.113,-0.027
4.726,0.113,-0.027
4.728,0.113,-0.026
4.730,0.113,-0.026
4.732,0.112,-0.026
4.734,0.112,-0.026
4.736,0.112,-0.025
4.738,0.112,-0.025
4.740,0.112,-0.025
4.742,0.112,-0.025
4.744,0.112,-0.024
4.746,0.112,-0.024
4.748,0.112,-0.024
4.750,0.112,-0.024
4.752,0.112,-0.024
4.754,0.112,-0.023
4.756,0.112,-0.023
4.758,0.112,-0.023
4.760,0.112,-0.023
4.762,0.112,-0.022
4.764,0.112,-0.022
4.766,0.112,-0.022
4.768,0.112,-0.022
4.770,0.112,-0.021
4.772,0.112,-0.021
4.774,0.111,-0.021
4.776,0.111,-0.021
4.778,0.111,-0.021
4.780,0.111,-0.020
4.782,0.111,-0.020
4.784,0.111,-0.020
4.786,0.111,-0.020
4.788,0.111,-0.019
4.790,0.111,-0.019
4.792,0.111,-0.019
4.794,0.111,-0.019
4.796,0.111,-0.018
4.798,0.111,-0.018
4.800,0.111,-0.018
4.802,0.111,-0.018
4.804,0.111,-0.018
4.806,0.111,-0.017
4.808,0.111,-0.017
4.810,0.111,-0.017
4.812,0.111,-0.017
4.814,0.111,-0.016
4.816,0.111,-0.016
4.818,0.111,-0.016
4.820,0.111,-0.016
4.822,0.111,-0.016
4.824,0.111,-0.015
4.826,0.111,-0.015
4.828,0.111,-0.015
4.830,0.110,-0.015
4.832,0.110,-0.014
4.834,0.110,-0.014
4.836,0.110,-0.014
4.838,0.110,-0.014
4.840,0.110,-0.014
4.842,0.110,-0.013
4.844,0.110,-0.013
4.846,0.110,-0.013
4.848,0.110,-0.013
4.850,0.110,-0.012
4.852,0.110,-0.012
4.854,0.110,-0.012
4.856,0.110,-0.012
4.858,0.110,-0.012
4.860,0.110,-0.011
4.862,0.110,-0.011
4.864,0.110,-0.011
4.866,0.110,-0.011
4.868,0.110,-0.010
4.870,0.110,-0.010
4.872,0.110,-0.010
4.874,0.110,-0.010
4.876,0.110,-0.010
4.878,0.110,-0.009
4.880,0.110,-0.009
4.882,0.110,-0.009
4.884,0.110,-0.009
4.886,0.110,-0.008
4.888,0.110,-0.008
4.890,0.110,-0.008
4.892,0.110,-0.008
4.894,0.110,-0.008
4.896,0.110,-0.007
4.898,0.110,-0.007
4.900,0.110,-0.007
4.902,0.110,-0.007
4.904,0.110,-0.007
4.906,0.110,-0.006
4.908,0.110,-0.006
4.910,0.110,-0.006
4.912,0.110,-0.006
4.914,0.110,-0.005
4.916,0.110,-0.005
4.918,0.110,-0.005
4.920,0.110,-0.005
4.922,0.110,-0.005
4.924,0.110,-0.004
4.926,0.110,-0.004
4.928,0.110,-0.004
4.930,0.110,-0.004
4.932,0.110,-0.004
4.934,0.110,-0.003
4.936,0.110,-0.003
4.938,0.110,-0.003
4.940,0.110,-0.003
4.942,0.110,-0.002
4.944,0.110,-0.002
4.946,0.110,-0.002
4.948,0.110,-0.002
4.950,0.110,-0.002
4.952,0.110,-0.001
4.954,0.109,-0.001
4.956,0.109,-0.001
4.958,0.109,-0.001
4.960,0.109,-0.001
4.962,0.109,-0.000
4.964,0.109,-0.000
4.966,0.109,0.000
4.968,0.109,0.000
4.970,0.109,0.001
4.972,0.109,0.001
4.974,0.109,0.001
4.976,0.109,0.001
4.978,0.109,0.001
4.980,0.110,0.002
4.982,0.110,0.002
4.984,0.110,0.002
4.986,0.110,0.002
4.988,0.110,0.002
4.990,0.110,0.003
4.992,0.110,0.003
4.994,0.110,0.003
4.996,0.110,0.003
4.998,0.110,0.003
5.000,0.110,0.004
5.002,0.110,0.004
5.004,0.110,0.004
5.006,0.110,0.004
5.008,0.110,0.005
5.010,0.110,0.005
5.012,0.110,0.005
5.014,0.110,0.005
5.016,0.110,0.005
5.018,0.110,0.006
5.020,0.110,0.006
5.022,0.110,0.006
5.024,0.110,0.006
5.026,0.110,0.006
5.028,0.110,0.007
5.030,0.110,0.007
5.032,0.110,0.007
5.034,0.110,0.007
5.036,0.110,0.007
5.038,0.110,0.008
5.040,0.110,0.008
5.042,0.110,0.008
5.044,0.110,0.008
5.046,0.110,0.009
5.048,0.110,0.009
5.050,0.110,0.009
5.052,0.110,0.009
5.054,0.110,0.009
5.056,0.110,0.010
5.058,0.110,0.010
5.060,0.110,0.010
5.062,0.110,0.010
5.064,0.110,0.010
5.066,0.110,0.011
5.068,0.110,0.011
5.070,0.110,0.011
5.072,0.110,0.011
5.074,0.110,0.011
5.076,0.110,0.012
5.078,0.110,0.012
5.080,0.110,0.012
5.082,0.110,0.012
5.084,0.110,0.012
5.086,0.110,0.013
5.088,0.110,0.013
5.090,0.110,0.013
5.092,0.110,0.013
5.094,0.110,0.014
5.096,0.110,0.014
5.098,0.110,0.014
5.100,0.110,0.014
5.102,0.110,0.014
5.104,0.110,0.015
5.106,0.111,0.015
5.108,0.111,0.015
5.110,0.111,0.015
5.112,0.111,0.015
5.114,0.111,0.016
5.116,0.111,0.016
5.118,0.111,0.016
5.120,0.111,0.016
5.122,0.111,0.016
5.124,0.111,0.017
5.126,0.111,0.017
5.128,0.111,0.017
5.130,0.111,0.017
5.132,0.111,0.017
5.134,0.111,0.018
5.136,0.111,0.018
5.138,0.111,0.018
5.140,0.111,0.018
5.142,0.111,0.019
5.144,0.111,0.019
5.146,0.111,0.019
5.148,0.111,0.019
5.150,0.111,0.019
5.152,0.111,0.020
5.154,0.111,0.020
5.156,0.111,0.020
5.158,0.111,0.020
5.160,0.111,0.020
5.162,0.112,0.021
5.164,0.112,0.021
5.166,0.112,0.021
5.168,0.112,0.021
5.170,0.112,0.021
5.172,0.112,0.022
5.174,0.112,0.022
5.176,0.112,0.022
5.178,0.112,0.022
5.180,0.112,0.022
5.182,0.112,0.023
5.184,0.112,0.023
5.186,0.112,0.023
5.188,0.112,0.023
5.190,0.112,0.024
5.192,0.112,0.024
5.194,0.112,0.024
5.196,0.112,0.024
5.198,0.112,0.024
5.200,0.112,0.025
5.202,0.112,0.025
5.204,0.112,0.025
5.206,0.113,0.025
5.208,0.113,0.025
5.210,0.113,0.026
5.212,0.113,0.026
5.214,0.113,0.026
5.216,0.113,0.026
5.218,0.113,0.026
5.220,0.113,0.027
5.222,0.113,0.027
5.224,0.113,0.027
5.226,0.113,0.027
5.228,0.113,0.027
5.230,0.113,0.028
5.232,0.113,0.028
5.234,0.113,0.028
5.236,0.113,0.028
5.238,0.113,0.029
5.240,0.113,0.029
5.242,0.113,0.029
5.244,0.114,0.029
5.246,0.114,0.029
5.248,0.114,0.030
5.250,0.114,0.030
5.252,0.114,0.030
5.254,0.114,0.030
5.256,0.114,0.030
5.258,0.114,0.031
5.260,0.114,0.031
5.262,0.114,0.031
5.264,0.114,0.031
5.266,0.114,0.031
5.268,0.114,0.032
5.270,0.114,0.032
5.272,0.114,0.032
5.274,0.114,0.032
5.276,0.115,0.033
5.278,0.115,0.033
5.280,0.115,0.033
5.282,0.115,0.033
5.284,0.115,0.033
5.286,0.115,0.034
5.288,0.115,0.034
5.290,0.115,0.034
5.292,0.115,0.034
5.294,0.115,0.034
5.296,0.115,0.035
5.298,0.115,0.035
5.300,0.115,0.035
5.302,0.115,0.035
5.304,0.115,0.036
5.306,0.116,0.036
5.308,0.116,0.036
5.310,0.116,0.036
5.312,0.116,0.036
5.314,0.116,0.037
5.316,0.116,0.037
5.318,0.116,0.037
5.320,0.116,0.037
5.322,0.116,0.037
5.324,0.116,0.038
5.326,0.116,0.038
5.328,0.116,0.038
5.330,0.116,0.038
5.332,0.117,0.039
5.334,0.117,0.039
5.336,0.117,0.039
5.338,0.117,0.039
5.340,0.117,0.039
5.342,0.117,0.040
5.344,0.117,0.040
5.346,0.117,0.040
5.348,0.117,0.040
5.350,0.117,0.040
5.352,0.117,0.041
5.354,0.117,0.041
5.356,0.117,0.041
5.358,0.118,0.041
5.360,0.118,0.042
5.362,0.118,0.042
5.364,0.118,0.042
5.366,0.118,0.042
5.368,0.118,0.042
5.370,0.118,0.043
5.372,0.118,0.043
5.374,0.118,0.043
5.376,0.118,0.043
5.378,0.118,0.044
5.380,0.118,0.044
5.382,0.119,0.044
5.384,0.119,0.044
5.386,0.119,0.044
5.388,0.119,0.045
5.390,0.119,0.045
5.392,0.119,0.045
5.394,0.119,0.045
5.396,0.119,0.045
5.398,0.119,0.046
5.400,0.119,0.046
5.402,0.119,0.046
5.404,0.120,0.046
5.406,0.120,0.047
5.408,0.120,0.047
5.410,0.120,0.047
5.412,0.120,0.047
5.414,0.120,0.047
5.416,0.120,0.048
5.418,0.120,0.048
5.420,0.120,0.048
5.422,0.120,0.048
5.424,0.120,0.049
5.426,0.121,0.049
5.428,0.121,0.049
5.430,0.121,0.049
5.432,0.121,0.049
5.434,0.121,0.050
5.436,0.121,0.050
5.438,0.121,0.050
5.440,0.121,0.050
5.442,0.121,0.051
5.444,0.121,0.051
5.446,0.122,0.051
5.448,0.122,0.051
5.450,0.122,0.051
5.452,0.122,0.052
5.454,0.122,0.052
5.456,0.122,0.052
5.458,0.122,0.052
5.460,0.122,0.053
5.462,0.122,0.053
5.464,0.123,0.053
5.466,0.123,0.053
5.468,0.123,0.053
5.470,0.123,0.054
5.472,0.123,0.054
5.474,0.123,0.054
5.476,0.123,0.054
5.478,0.123,0.055
5.480,0.123,0.055
5.482,0.123,0.055
5.484,0.124,0.055
5.486,0.124,0.056
5.488,0.124,0.056
5.490,0.124,0.056
5.492,0.124,0.056
5.494,0.124,0.056
5.496,0.124,0.057
5.498,0.124,0.057
5.500,0.125,0.057
5.502,0.125,0.057
5.504,0.125,0.058
5.506,0.125,0.058
5.508,0.125,0.058
5.510,0.125,0.058
5.512,0.125,0.058
5.514,0.125,0.059
5.516,0.125,0.059
5.518,0.126,0.059
5.520,0.126,0.059
5.522,0.126,0.060
5.524,0.126,0.060
5.526,0.126,0.060
5.528,0.126,0.060
5.530,0.126,0.061
5.532,0.126,0.061
5.534,0.127,0.061
5.536,0.127,0.061
5.538,0.127,0.061
5.540,0.127,0.062
5.542,0.127,0.062
5.544,0.127,0.062
5.546,0.127,0.062
5.548,0.127,0.063
5.550,0.127,0.063
5.552,0.128,0.063
5.554,0.128,0.063
5.556,0.128,0.064
5.558,0.128,0.064
5.560,0.128,0.064
5.562,0.128,0.064
5.564,0.128,0.064
5.566,0.129,0.065
5.568,0.129,0.065
5.570,0.129,0.065
5.572,0.129,0.065
5.574,0.129,0.066
5.576,0.129,0.066
5.578,0.129,0.066
5.580,0.129,0.066
5.582,0.130,0.067
5.584,0.130,0.067
5.586,0.130,0.067
5.588,0.130,0.067
5.590,0.130,0.068
5.592,0.130,0.068
5.594,0.130,0.068
5.596,0.131,0.068
5.598,0.131,0.068
5.600,0.131,0.069
5.602,0.131,0.069
5.604,0.131,0.069
5.606,0.131,0.069
5.608,0.131,0.070
5.610,0.131,0.070
5.612,0.132,0.070
5.614,0.132,0.070
5.616,0.132,0.071
5.618,0.132,0.071
5.620,0.132,0.071
5.622,0.132,0.071
5.624,0.132,0.072
5.626,0.133,0.072
5.628,0.133,0.072
5.630,0.133,0.072
5.632,0.133,0.073
5.634,0.133,0.073
5.636,0.133,0.073
5.638,0.133,0.073
5.640,0.134,0.074
5.642,0.134,0.074
5.644,0.134,0.074
5.646,0.134,0.074
5.648,0.134,0.074
5.650,0.134,0.075
5.652,0.135,0.075
5.654,0.135,0.075
5.656,0.135,0.075
5.658,0.135,0.076
5.660,0.135,0.076
5.662,0.135,0.076
5.664,0.135,0.076
5.666,0.136,0.077
5.668,0.136,0.077
5.670,0.136,0.077
5.672,0.136,0.077
5.674,0.136,0.078
5.676,0.136,0.078
5.678,0.136,0.078
5.680,0.137,0.078
5.682,0.137,0.079
5.684,0.137,0.079
5.686,0.137,0.079
5.688,0.137,0.079
5.690,0.137,0.080
5.692,0.138,0.080
5.694,0.138,0.080
5.696,0.138,0.080
5.698,0.138,0.081
5.700,0.138,0.081
5.702,0.138,0.081
5.704,0.139,0.081
5.706,0.139,0.082
5.708,0.139,0.082
5.710,0.139,0.082
5.712,0.139,0.082
5.714,0.139,0.083
5.716,0.140,0.083
5.718,0.140,0.083
5.720,0.140,0.083
5.722,0.140,0.084
5.724,0.140,0.084
5.726,0.140,0.084
5.728,0.141,0.084
5.730,0.141,0.085
5.732,0.141,0.085
5.734,0.141,0.085
5.736,0.141,0.085
5.738,0.141,0.086
5.740,0.142,0.086
5.742,0.142,0.086
5.744,0.142,0.086
5.746,0.142,0.087
5.748,0.142,0.087
5.750,0.142,0.087
5.752,0.143,0.087
5.754,0.143,0.088
5.756,0.143,0.088
5.758,0.143,0.088
5.760,0.143,0.088
5.762,0.143,0.089
5.764,0.144,0.089
5.766,0.144,0.089
5.768,0.144,0.089
5.770,0.144,0.090
5.772,0.144,0.090
5.774,0.145,0.090
5.776,0.145,0.090
5.778,0.145,0.091
5.780,0.145,0.091
5.782,0.145,0.091
5.784,0.145,0.091
5.786,0.146,0.092
5.788,0.146,0.092
5.790,0.146,0.092
5.792,0.146,0.092
5.794,0.146,0.093
5.796,0.147,0.093
5.798,0.147,0.093
5.800,0.147,0.093
5.802,0.147,0.094
5.804,0.147,0.094
5.806,0.147,0.094
5.808,0.148,0.094
5.810,0.148,0.095
5.812,0.148,0.095
5.814,0.148,0.095
5.816,0.148,0.095
5.818,0.149,0.096
5.820,0.149,0.096
5.822,0.149,0.096
5.824,0.149,0.096
5.826,0.149,0.097
5.828,0.150,0.097
5.830,0.150,0.097
5.832,0.150,0.097
5.834,0.150,0.098
5.836,0.150,0.098
5.838,0.151,0.098
5.840,0.151,0.099
5.842,0.151,0.099
5.844,0.151,0.099
5.846,0.151,0.099
5.848,0.152,0.100
5.850,0.152,0.100
5.852,0.152,0.100
5.854,0.152,0.100
5.856,0.152,0.101
5.858,0.153,0.101
5.860,0.153,0.101
5.862,0.153,0.101
5.864,0.153,0.102
5.866,0.153,0.102
5.868,0.154,0.102
5.870,0.154,0.102
5.872,0.154,0.103
5.874,0.154,0.103
5.876,0.154,0.103
5.878,0.155,0.103
5.880,0.155,0.104
5.882,0.155,0.104
5.884,0.155,0.104
5.886,0.155,0.104
5.888,0.156,0.105
5.890,0.156,0.105
5.892,0.156,0.105
5.894,0.156,0.106
5.896,0.156,0.106
5.898,0.157,0.106
5.900,0.157,0.106
5.902,0.157,0.107
5.904,0.157,0.107
5.906,0.158,0.107
5.908,0.158,0.107
5.910,0.158,0.108
5.912,0.158,0.108
5.914,0.158,0.108
5.916,0.159,0.108
5.918,0.159,0.109
5.920,0.159,0.109
5.922,0.159,0.109
5.924,0.159,0.109
5.926,0.160,0.110
5.928,0.160,0.110
5.930,0.160,0.110
5.932,0.160,0.110
5.934,0.161,0.111
5.936,0.161,0.111
5.938,0.161,0.111
5.940,0.161,0.112
5.942,0.161,0.112
5.944,0.162,0.112
5.946,0.162,0.112
5.948,0.162,0.113
5.950,0.162,0.113
5.952,0.163,0.113
5.954,0.163,0.113
5.956,0.163,0.114
5.958,0.163,0.114
5.960,0.164,0.114
5.962,0.164,0.114
5.964,0.164,0.115
5.966,0.164,0.115
5.968,0.164,0.115
5.970,0.165,0.115
5.972,0.165,0.116
5.974,0.165,0.116
5.976,0.165,0.116
5.978,0.166,0.117
5.980,0.166,0.117
5.982,0.166,0.117
5.984,0.166,0.117
5.986,0.167,0.118
5.988,0.167,0.118
5.990,0.167,0.118
5.992,0.167,0.118
5.994,0.167,0.119
5.996,0.168,0.119
5.998,0.168,0.119
6.000,0.168,0.119
6.002,0.168,0.120
6.004,0.169,0.120
6.006,0.169,0.120
6.008,0.169,0.120
6.010,0.169,0.121
6.012,0.170,0.121
6.014,0.170,0.121
6.016,0.170,0.122
6.018,0.170,0.122
6.020,0.171,0.122
6.022,0.171,0.122
6.024,0.171,0.123
6.026,0.171,0.123
6.028,0.172,0.123
6.030,0.172,0.123
6.032,0.172,0.124
6.034,0.172,0.124
6.036,0.173,0.124
6.038,0.173,0.124
6.040,0.173,0.125
6.042,0.173,0.125
6.044,0.174,0.125
6.046,0.174,0.125
6.048,0.174,0.126
6.050,0.174,0.126
6.052,0.175,0.126
6.054,0.175,0.127
6.056,0.175,0.127
6.058,0.175,0.127
6.060,0.176,0.127
6.062,0.176,0.128
6.064,0.176,0.128
6.066,0.176,0.128
6.068,0.177,0.128
6.070,0.177,0.129
6.072,0.177,0.129
6.074,0.177,0.129
6.076,0.178,0.129
6.078,0.178,0.130
6.080,0.178,0.130
6.082,0.178,0.130
6.084,0.179,0.130
6.086,0.179,0.131
6.088,0.179,0.131
6.090,0.179,0.131
6.092,0.180,0.132
6.094,0.180,0.132
6.096,0.180,0.132
6.098,0.180,0.132
6.100,0.181,0.133
6.102,0.181,0.133
6.104,0.181,0.133
6.106,0.182,0.133
6.108,0.182,0.134
6.110,0.182,0.134
6.112,0.182,0.134
6.114,0.183,0.134
6.116,0.183,0.135
6.118,0.183,0.135
6.120,0.183,0.135
6.122,0.184,0.135
6.124,0.184,0.136
6.126,0.184,0.136
6.128,0.185,0.136
6.130,0.185,0.136
6.132,0.185,0.137
6.134,0.185,0.137
6.136,0.186,0.137
6.138,0.186,0.137
6.140,0.186,0.138
6.142,0.186,0.138
6.144,0.187,0.138
6.146,0.187,0.138
6.148,0.187,0.139
6.150,0.188,0.139
6.152,0.188,0.139
6.154,0.188,0.140
6.156,0.188,0.140
6.158,0.189,0.140
6.160,0.189,0.140
6.162,0.189,0.141
6.164,0.189,0.141
6.166,0.190,0.141
6.168,0.190,0.141
6.170,0.190,0.142
6.172,0.191,0.142
6.174,0.191,0.142
6.176,0.191,0.142
6.178,0.191,0.143
6.180,0.192,0.143
6.182,0.192,0.143
6.184,0.192,0.143
6.186,0.193,0.144
6.188,0.193,0.144
6.190,0.193,0.144
6.192,0.193,0.144
6.194,0.194,0.145
6.196,0.194,0.145
6.198,0.194,0.145
6.200,0.195,0.145
6.202,0.195,0.146
6.204,0.195,0.146
6.206,0.196,0.146
6.208,0.196,0.146
6.210,0.196,0.147
6.212,0.196,0.147
6.214,0.197,0.147
6.216,0.197,0.147
6.218,0.197,0.148
6.220,0.198,0.148
6.222,0.198,0.148
6.224,0.198,0.148
6.226,0.198,0.149
6.228,0.199,0.149
6.230,0.199,0.149
6.232,0.199,0.149
6.234,0.200,0.149
6.236,0.200,0.150
6.238,0.200,0.150
6.240,0.201,0.150
6.242,0.201,0.150
6.244,0.201,0.151
6.246,0.201,0.151
6.248,0.202,0.151
6.250,0.202,0.151
6.252,0.202,0.152
6.254,0.203,0.152
6.256,0.203,0.152
6.258,0.203,0.152
6.260,0.204,0.153
6.262,0.204,0.153
6.264,0.204,0.153
6.266,0.204,0.153
6.268,0.205,0.154
6.270,0.205,0.154
6.272,0.205,0.154
6.274,0.206,0.154
6.276,0.206,0.155
6.278,0.206,0.155
6.280,0.207,0.155
6.282,0.207,0.155
6.284,0.207,0.155
6.286,0.208,0.156
6.288,0.208,0.156
6.290,0.208,0.156
6.292,0.209,0.156
6.294,0.209,0.157
6.296,0.209,0.157
6.298,0.209,0.157
6.300,0.210,0.157
6.302,0.210,0.158
6.304,0.210,0.158
6.306,0.211,0.158
6.308,0.211,0.158
6.310,0.211,0.158
6.312,0.212,0.159
6.314,0.212,0.159
6.316,0.212,0.159
6.318,0.213,0.159
6.320,0.213,0.160
6.322,0.213,0.160
6.324,0.214,0.160
6.326,0.214,0.160
6.328,0.214,0.160
6.330,0.215,0.161
6.332,0.215,0.161
6.334,0.215,0.161
6.336,0.216,0.161
6.338,0.216,0.162
6.340,0.216,0.162
6.342,0.216,0.162
6.344,0.217,0.162
6.346,0.217,0.162
6.348,0.217,0.163
6.350,0.218,0.163
6.352,0.218,0.163
6.354,0.218,0.163
6.356,0.219,0.163
6.358,0.219,0.164
6.360,0.219,0.164
6.362,0.220,0.164
6.364,0.220,0.164
6.366,0.220,0.165
6.368,0.221,0.165
6.370,0.221,0.165
6.372,0.221,0.165
6.374,0.222,0.165
6.376,0.222,0.166
6.378,0.222,0.166
6.380,0.223,0.166
6.382,0.223,0.166
6.384,0.223,0.166
6.386,0.224,0.167
6.388,0.224,0.167
6.390,0.224,0.167
6.392,0.225,0.167
6.394,0.225,0.167
6.396,0.225,0.168
6.398,0.226,0.168
6.400,0.226,0.168
6.402,0.226,0.168
6.404,0.227,0.168
6.406,0.227,0.169
6.408,0.227,0.169
6.410,0.228,0.169
6.412,0.228,0.169
6.414,0.228,0.169
6.416,0.229,0.170
6.418,0.229,0.170
6.420,0.229,0.170
6.422,0.230,0.170
6.424,0.230,0.170
6.426,0.230,0.170
6.428,0.231,0.171
6.430,0.231,0.171
6.432,0.231,0.171
6.434,0.232,0.171
6.436,0.232,0.171
6.438,0.232,0.172
6.440,0.233,0.172
6.442,0.233,0.172
6.444,0.234,0.172
6.446,0.234,0.172
6.448,0.234,0.172
6.450,0.235,0.173
6.452,0.235,0.173
6.454,0.235,0.173
6.456,0.236,0.173
6.458,0.236,0.173
6.460,0.236,0.174
6.462,0.237,0.174
6.464,0.237,0.174
6.466,0.237,0.174
6.468,0.238,0.174
6.470,0.238,0.174
6.472,0.238,0.175
6.474,0.239,0.175
6.476,0.239,0.175
6.478,0.239,0.175
6.480,0.240,0.175
6.482,0.240,0.175
6.484,0.240,0.176
6.486,0.241,0.176
6.488,0.241,0.176
6.490,0.242,0.176
6.492,0.242,0.176
6.494,0.242,0.176
6.496,0.243,0.176
6.498,0.243,0.177
6.500,0.243,0.177
6.502,0.244,0.177
6.504,0.244,0.177
6.506,0.244,0.177
6.508,0.245,0.177
6.510,0.245,0.178
6.512,0.245,0.178
6.514,0.246,0.178
6.516,0.246,0.178
6.518,0.246,0.178
6.520,0.247,0.178
6.522,0.247,0.178
6.524,0.248,0.179
6.526,0.248,0.179
6.528,0.248,0.179
6.530,0.249,0.179
6.532,0.249,0.179
6.534,0.249,0.179
6.536,0.250,0.179
6.538,0.250,0.179
6.540,0.250,0.180
6.542,0.251,0.180
6.544,0.251,0.180
6.546,0.251,0.180
6.548,0.252,0.180
6.550,0.252,0.180
6.552,0.253,0.180
6.554,0.253,0.180
6.556,0.253,0.181
6.558,0.254,0.181
6.560,0.254,0.181
6.562,0.254,0.181
6.564,0.255,0.181
6.566,0.255,0.181
6.568,0.255,0.181
6.570,0.256,0.181
6.572,0.256,0.182
6.574,0.257,0.182
6.576,0.257,0.182
6.578,0.257,0.182
